,disease_name,entity_content,relation_name
94,右侧颞、枕叶慢性脑梗死,颈动脉彩超,影像检查
95,右侧顶叶软化灶,头颈部CTA,影像检查
96,右侧顶叶软化灶,CTA,影像检查
97,右侧顶叶软化灶,心脏彩超,影像检查
98,右侧顶叶软化灶,腹部彩超,影像检查
99,右侧顶叶软化灶,颈动脉彩超,影像检查
100,脑白质脱髓鞘改变,头颈部CTA,影像检查
101,脑白质脱髓鞘改变,CTA,影像检查
102,脑白质脱髓鞘改变,心脏彩超,影像检查
103,脑白质脱髓鞘改变,腹部彩超,影像检查
104,脑白质脱髓鞘改变,颈动脉彩超,影像检查
105,脑萎缩,头颈部CTA,影像检查
106,脑萎缩,CTA,影像检查
107,脑萎缩,心脏彩超,影像检查
108,脑萎缩,腹部彩超,影像检查
109,脑萎缩,颈动脉彩超,影像检查
110,右侧下颌窦炎症或息肉,头颈部CTA,影像检查
111,右侧下颌窦炎症或息肉,CTA,影像检查
112,右侧下颌窦炎症或息肉,心脏彩超,影像检查
113,右侧下颌窦炎症或息肉,腹部彩超,影像检查
114,右侧下颌窦炎症或息肉,颈动脉彩超,影像检查
115,两侧筛窦炎,头颈部CTA,影像检查
116,两侧筛窦炎,CTA,影像检查
117,两侧筛窦炎,心脏彩超,影像检查
118,两侧筛窦炎,腹部彩超,影像检查
119,两侧筛窦炎,颈动脉彩超,影像检查
120,右室舒张功能减退,头颈部CTA,影像检查
121,右室舒张功能减退,CTA,影像检查
122,右室舒张功能减退,心脏彩超,影像检查
123,右室舒张功能减退,腹部彩超,影像检查
124,右室舒张功能减退,颈动脉彩超,影像检查
125,脂肪肝,头颈部CTA,影像检查
126,脂肪肝,CTA,影像检查
127,脂肪肝,心脏彩超,影像检查
128,脂肪肝,腹部彩超,影像检查
129,脂肪肝,颈动脉彩超,影像检查
130,胆囊结石,头颈部CTA,影像检查
131,胆囊结石,CTA,影像检查
132,胆囊结石,心脏彩超,影像检查
133,胆囊结石,腹部彩超,影像检查
134,胆囊结石,颈动脉彩超,影像检查
135,胆囊肿大,头颈部CTA,影像检查
136,胆囊肿大,CTA,影像检查
137,胆囊肿大,心脏彩超,影像检查
138,胆囊肿大,腹部彩超,影像检查
139,胆囊肿大,颈动脉彩超,影像检查
140,左肾结石,头颈部CTA,影像检查
141,左肾结石,CTA,影像检查
142,左肾结石,心脏彩超,影像检查
143,左肾结石,腹部彩超,影像检查
144,左肾结石,颈动脉彩超,影像检查
145,颈动脉粥样硬化,头颈部CTA,影像检查
146,颈动脉粥样硬化,CTA,影像检查
147,颈动脉粥样硬化,心脏彩超,影像检查
148,颈动脉粥样硬化,腹部彩超,影像检查
149,颈动脉粥样硬化,颈动脉彩超,影像检查
150,两侧上肢静脉曲张,上肢静脉造影,影像检查
151,左髂总静脉血栓,上肢静脉造影,影像检查
152,右腘静脉附壁血栓,上肢静脉造影,影像检查
153,右下下肺动脉栓塞,上肢静脉造影,影像检查
154,右大隐静脉曲张,上肢静脉造影,影像检查
155,左大隐静脉曲张术后,上肢静脉造影,影像检查
156,两侧髂静脉支架术后,上肢静脉造影,影像检查
157,上腔静脉滤器置入术后,上肢静脉造影,影像检查
158,膀胱浸润性癌,CT,影像检查
159,膀胱浸润性癌,CT,影像检查
160,高级别浸润性尿路下皮癌,CT,影像检查
161,高级别浸润性尿路下皮癌,CT,影像检查
162,膀胱术后,CT,影像检查
163,膀胱术后,CT,影像检查
164,膀胱癌根治术后,CT,影像检查
165,膀胱癌根治术后,CT,影像检查
166,膀胱术后,CT,影像检查
167,膀胱术后,CT,影像检查
168,腹膜种植,CT,影像检查
169,腹膜种植,CT,影像检查
170,膀胱癌综合治疗后,CT,影像检查
171,膀胱癌综合治疗后,CT,影像检查
172,肺气肿,胸部CT,影像检查
173,肺气肿,心脏彩超,影像检查
174,肺气肿,冠脉CTA,影像检查
175,慢性阻塞性肺疾病,胸部CT,影像检查
176,慢性阻塞性肺疾病,心脏彩超,影像检查
177,慢性阻塞性肺疾病,冠脉CTA,影像检查
178,肺源性心脏病,胸部CT,影像检查
179,肺源性心脏病,心脏彩超,影像检查
180,肺源性心脏病,冠脉CTA,影像检查
181,慢性阻塞性肺疾病,胸部CT,影像检查
182,慢性阻塞性肺疾病,心脏彩超,影像检查
183,慢性阻塞性肺疾病,冠脉CTA,影像检查
184,腹痛待查,胸部CT,影像检查
185,腹痛待查,心脏彩超,影像检查
186,腹痛待查,冠脉CTA,影像检查
187,贲门肿瘤可能？,腹部CT,影像检查
188,贲门肿瘤可能？,胸片,影像检查
189,贲门肿瘤可能？,心电图,影像检查
190,贲门肿瘤可能？,心电图,影像检查
191,贲门腺癌,腹部CT,影像检查
192,贲门腺癌,胸片,影像检查
193,贲门腺癌,心电图,影像检查
194,贲门腺癌,心电图,影像检查
195,胃Ca,腹部CT,影像检查
196,胃Ca,胸片,影像检查
197,胃Ca,心电图,影像检查
198,胃Ca,心电图,影像检查
199,左肺中叶外侧段及两肺上叶少许炎症,腹部CT,影像检查
200,左肺中叶外侧段及两肺上叶少许炎症,胸片,影像检查
201,左肺中叶外侧段及两肺上叶少许炎症,心电图,影像检查
202,左肺中叶外侧段及两肺上叶少许炎症,心电图,影像检查
203,纵隔及左肺门区淋巴结钙化,腹部CT,影像检查
204,纵隔及左肺门区淋巴结钙化,胸片,影像检查
205,纵隔及左肺门区淋巴结钙化,心电图,影像检查
206,纵隔及左肺门区淋巴结钙化,心电图,影像检查
207,脂肪肝,腹部CT,影像检查
208,脂肪肝,胸片,影像检查
209,脂肪肝,心电图,影像检查
210,脂肪肝,心电图,影像检查
211,肝左后缘斑点状钙化,腹部CT,影像检查
212,肝左后缘斑点状钙化,胸片,影像检查
213,肝左后缘斑点状钙化,心电图,影像检查
214,肝左后缘斑点状钙化,心电图,影像检查
215,主动脉、冠状动脉及两侧髂动脉壁钙化,腹部CT,影像检查
216,主动脉、冠状动脉及两侧髂动脉壁钙化,胸片,影像检查
217,主动脉、冠状动脉及两侧髂动脉壁钙化,心电图,影像检查
218,主动脉、冠状动脉及两侧髂动脉壁钙化,心电图,影像检查
219,胸椎、腰椎骨质增生,腹部CT,影像检查
220,胸椎、腰椎骨质增生,胸片,影像检查
221,胸椎、腰椎骨质增生,心电图,影像检查
222,胸椎、腰椎骨质增生,心电图,影像检查
223,主动脉增宽钙化,腹部CT,影像检查
224,主动脉增宽钙化,胸片,影像检查
225,主动脉增宽钙化,心电图,影像检查
226,主动脉增宽钙化,心电图,影像检查
227,窦性心律,腹部CT,影像检查
228,窦性心律,胸片,影像检查
229,窦性心律,心电图,影像检查
230,窦性心律,心电图,影像检查
231,腹部增强CT,腹部CT,影像检查
232,腹部增强CT,胸片,影像检查
233,腹部增强CT,心电图,影像检查
234,腹部增强CT,心电图,影像检查
235,恶性肿瘤,腹部CT,影像检查
236,恶性肿瘤,胸片,影像检查
237,恶性肿瘤,心电图,影像检查
238,恶性肿瘤,心电图,影像检查
239,癌栓,腹部CT,影像检查
240,癌栓,胸片,影像检查
241,癌栓,心电图,影像检查
242,癌栓,心电图,影像检查
243,胃癌伴转移,腹部CT,影像检查
244,胃癌伴转移,胸片,影像检查
245,胃癌伴转移,心电图,影像检查
246,胃癌伴转移,心电图,影像检查
247,腺癌,MR,影像检查
248,腺癌PT1N0M0,MR,影像检查
249,盆腔右侧附件区占位,盆腔MR,影像检查
250,盆腔少量积液,盆腔MR,影像检查
251,腺癌,盆腔MR,影像检查
252,子宫内膜腺癌诊刮术后,盆腔MR,影像检查
253,骨髓抑制,盆腔MR,影像检查
254,左上肢深静脉血栓形成,上肢深静脉彩超,影像检查
255,冠心病,心电图,影像检查
256,冠心病,胸片,影像检查
257,房颤,心电图,影像检查
258,房颤,胸片,影像检查
259,高血压,心电图,影像检查
260,高血压,胸片,影像检查
261,华法林,心电图,影像检查
262,华法林,胸片,影像检查
263,快速型房颤,心电图,影像检查
264,快速型房颤,胸片,影像检查
265,主动脉硬化,心电图,影像检查
266,主动脉硬化,胸片,影像检查
267,直肠癌,腹盆部CT,影像检查
268,腺癌（中度分化），浸润型,腹盆部CT,影像检查
269,直肠癌术后,腹盆部CT,影像检查
270,胃癌术后复发,腹部CT,影像检查
271,乳头状-管状腺癌,腹部CT,影像检查
272,贲门癌,腹部CT,影像检查
273,肝内外胆管多发结石伴胆管扩张,CT,影像检查
274,肝内外胆管多发结石伴胆管扩张,B超,影像检查
275,慢性肝病,CT,影像检查
276,慢性肝病,B超,影像检查
277,肝内胆管及胆总管多发结石伴远端胆管扩张,CT,影像检查
278,肝内胆管及胆总管多发结石伴远端胆管扩张,B超,影像检查
279,高分化腺癌,腹部CT,影像检查
280,高分化腺癌,胸片,影像检查
281,结肠癌,腹部CT,影像检查
282,结肠癌,胸片,影像检查
283,乙状结肠低分化腺癌,上腹部CT,影像检查
284,骨髓抑制,上腹部CT,影像检查
285,呕血、排黑便,尿酮体,影像检查
286,出血性胃炎,尿酮体,影像检查
287,慢性萎缩性胃炎,尿酮体,影像检查
288,糖尿病糖尿病酮症酸中毒,尿酮体,影像检查
289,下消化道出血,尿酮体,影像检查
290,1型糖尿病糖尿病酮症酸中毒,尿酮体,影像检查
291,糖尿病糖尿病性肾病,尿酮体,影像检查
292,肾功能不全,腹部彩超,影像检查
293,肾功能不全,心脏彩超,影像检查
294,肾功能不全,胸部CT,影像检查
295,肾性贫血,腹部彩超,影像检查
296,肾性贫血,心脏彩超,影像检查
297,肾性贫血,胸部CT,影像检查
298,心包积液,腹部彩超,影像检查
299,心包积液,心脏彩超,影像检查
300,心包积液,胸部CT,影像检查
301,右肺上叶炎症,腹部彩超,影像检查
302,右肺上叶炎症,心脏彩超,影像检查
303,右肺上叶炎症,胸部CT,影像检查
304,胸腔积液,腹部彩超,影像检查
305,胸腔积液,心脏彩超,影像检查
306,胸腔积液,胸部CT,影像检查
307,慢性肾脏病5期,腹部彩超,影像检查
308,慢性肾脏病5期,心脏彩超,影像检查
309,慢性肾脏病5期,胸部CT,影像检查
310,肾性贫血,腹部彩超,影像检查
311,肾性贫血,心脏彩超,影像检查
312,肾性贫血,胸部CT,影像检查
313,原发性高血压3级很高危,腹部彩超,影像检查
314,原发性高血压3级很高危,心脏彩超,影像检查
315,原发性高血压3级很高危,胸部CT,影像检查
316,高血压性心脏病,腹部彩超,影像检查
317,高血压性心脏病,心脏彩超,影像检查
318,高血压性心脏病,胸部CT,影像检查
319,2型糖尿病,腹部彩超,影像检查
320,2型糖尿病,心脏彩超,影像检查
321,2型糖尿病,胸部CT,影像检查
322,糖尿病周围神经病变,腹部彩超,影像检查
323,糖尿病周围神经病变,心脏彩超,影像检查
324,糖尿病周围神经病变,胸部CT,影像检查
325,糖尿病视网膜病变,腹部彩超,影像检查
326,糖尿病视网膜病变,心脏彩超,影像检查
327,糖尿病视网膜病变,胸部CT,影像检查
328,甲状腺功能减退,腹部彩超,影像检查
329,甲状腺功能减退,心脏彩超,影像检查
330,甲状腺功能减退,胸部CT,影像检查
331,心包积液,腹部彩超,影像检查
332,心包积液,心脏彩超,影像检查
333,心包积液,胸部CT,影像检查
334,血糖升高,腹部彩超,影像检查
335,血糖升高,心脏彩超,影像检查
336,血糖升高,胸部CT,影像检查
337,2型糖尿病,腹部彩超,影像检查
338,2型糖尿病,心脏彩超,影像检查
339,2型糖尿病,胸部CT,影像检查
340,胃窦溃疡,腹部B超,影像检查
341,胃窦溃疡,下消化道钡餐,影像检查
342,胃窦溃疡,下腹部，CT,影像检查
343,胃窦溃疡,腹部CT平扫+，增强,影像检查
344,胃窦小弯侧溃疡型管状腺癌II级,腹部B超,影像检查
345,胃窦小弯侧溃疡型管状腺癌II级,下消化道钡餐,影像检查
346,胃窦小弯侧溃疡型管状腺癌II级,下腹部，CT,影像检查
347,胃窦小弯侧溃疡型管状腺癌II级,腹部CT平扫+，增强,影像检查
348,肝转移瘤,腹部B超,影像检查
349,肝转移瘤,下消化道钡餐,影像检查
350,肝转移瘤,下腹部，CT,影像检查
351,肝转移瘤,腹部CT平扫+，增强,影像检查
352,两肾多发囊肿,腹部B超,影像检查
353,两肾多发囊肿,下消化道钡餐,影像检查
354,两肾多发囊肿,下腹部，CT,影像检查
355,两肾多发囊肿,腹部CT平扫+，增强,影像检查
356,胃大部切除术后,腹部B超,影像检查
357,胃大部切除术后,下消化道钡餐,影像检查
358,胃大部切除术后,下腹部，CT,影像检查
359,胃大部切除术后,腹部CT平扫+，增强,影像检查
360,肝转移瘤,腹部B超,影像检查
361,肝转移瘤,下消化道钡餐,影像检查
362,肝转移瘤,下腹部，CT,影像检查
363,肝转移瘤,腹部CT平扫+，增强,影像检查
364,两肾多发囊肿,腹部B超,影像检查
365,两肾多发囊肿,下消化道钡餐,影像检查
366,两肾多发囊肿,下腹部，CT,影像检查
367,两肾多发囊肿,腹部CT平扫+，增强,影像检查
368,两肾小结石或钙化,腹部B超,影像检查
369,两肾小结石或钙化,下消化道钡餐,影像检查
370,两肾小结石或钙化,下腹部，CT,影像检查
371,两肾小结石或钙化,腹部CT平扫+，增强,影像检查
372,胃癌术后肝转移,腹部B超,影像检查
373,胃癌术后肝转移,下消化道钡餐,影像检查
374,胃癌术后肝转移,下腹部，CT,影像检查
375,胃癌术后肝转移,腹部CT平扫+，增强,影像检查
376,肝多发囊肿,胸、腹、，盆腔CT,影像检查
377,肾囊肿,胸、腹、，盆腔CT,影像检查
378,直肠CA,胸、腹、，盆腔CT,影像检查
379,直肠腺癌（中低度分化），部分呈粘液腺癌图像，浸润溃疡型,胸、腹、，盆腔CT,影像检查
380,炎性增生性息肉,胸、腹、，盆腔CT,影像检查
381,直肠术后,胸、腹、，盆腔CT,影像检查
382,食管癌,胸腹部CT,影像检查
383,食管鳞状细胞癌II级,胸腹部CT,影像检查
384,食管癌,胸腹部CT,影像检查
385,胃CA侵出浆膜层并网膜种植转移,全腹部CT,影像检查
386,胃体癌慢性萎缩性胃炎,全腹部CT,影像检查
387,胃体癌伴腹腔种植转移,全腹部CT,影像检查
388,前列腺癌GLEANSON分级III级,全身骨ECT,影像检查
389,前列腺增生症，伴PINI级,全身骨ECT,影像检查
390,前列腺癌,全身骨ECT,影像检查
391,胃窦癌,下腹部平扫+,影像检查
392,慢性萎缩性胃炎,下腹部平扫+,影像检查
393,胃管状腺癌II-III级,下腹部平扫+,影像检查
394,骨髓抑制,下腹部平扫+,影像检查
395,胃窦癌,下腹部平扫+,影像检查
396,胰腺囊腺癌,CT,影像检查
397,胰腺囊腺癌,CT,影像检查
398,胰腺囊腺癌,PET/CT,影像检查
399,胰腺粘液性囊腺癌,CT,影像检查
400,胰腺粘液性囊腺癌,CT,影像检查
401,胰腺粘液性囊腺癌,PET/CT,影像检查
402,胃肠间质肿瘤,CT,影像检查
403,胃肠间质肿瘤,心电图,影像检查
404,冠心病,腹部彩超,影像检查
405,冠心病,胸片,影像检查
406,两肺中上野感染,腹部彩超,影像检查
407,两肺中上野感染,胸片,影像检查
408,胸椎骨质增生,腹部彩超,影像检查
409,胸椎骨质增生,胸片,影像检查
410,高血压,腹部彩超,影像检查
411,高血压,胸片,影像检查
412,肺部感染,腹部彩超,影像检查
413,肺部感染,胸片,影像检查
414,两侧基底节区腔隙性脑梗死,头部CT,影像检查
415,两侧基底节区腔隙性脑梗死,胸片,影像检查
416,两侧基底节区腔隙性脑梗死,心脏彩超,影像检查
417,两侧基底节区腔隙性脑梗死,胸片,影像检查
418,两侧基底节区腔隙性脑梗死,CT,影像检查
419,脑白质轻度脱髓鞘改变,头部CT,影像检查
420,脑白质轻度脱髓鞘改变,胸片,影像检查
421,脑白质轻度脱髓鞘改变,心脏彩超,影像检查
422,脑白质轻度脱髓鞘改变,胸片,影像检查
423,脑白质轻度脱髓鞘改变,CT,影像检查
424,脑萎缩,头部CT,影像检查
425,脑萎缩,胸片,影像检查
426,脑萎缩,心脏彩超,影像检查
427,脑萎缩,胸片,影像检查
428,脑萎缩,CT,影像检查
429,基底动脉钙化,头部CT,影像检查
430,基底动脉钙化,胸片,影像检查
431,基底动脉钙化,心脏彩超,影像检查
432,基底动脉钙化,胸片,影像检查
433,基底动脉钙化,CT,影像检查
434,右室舒张功能减退,头部CT,影像检查
435,右室舒张功能减退,胸片,影像检查
436,右室舒张功能减退,心脏彩超,影像检查
437,右室舒张功能减退,胸片,影像检查
438,右室舒张功能减退,CT,影像检查
439,原发性高血压3级极高危,头部CT,影像检查
440,原发性高血压3级极高危,胸片,影像检查
441,原发性高血压3级极高危,心脏彩超,影像检查
442,原发性高血压3级极高危,胸片,影像检查
443,原发性高血压3级极高危,CT,影像检查
444,高血压性心脏病,头部CT,影像检查
445,高血压性心脏病,胸片,影像检查
446,高血压性心脏病,心脏彩超,影像检查
447,高血压性心脏病,胸片,影像检查
448,高血压性心脏病,CT,影像检查
449,脑动脉供血不足,头部CT,影像检查
450,脑动脉供血不足,胸片,影像检查
451,脑动脉供血不足,心脏彩超,影像检查
452,脑动脉供血不足,胸片,影像检查
453,脑动脉供血不足,CT,影像检查
454,腔隙性脑梗死,头部CT,影像检查
455,腔隙性脑梗死,胸片,影像检查
456,腔隙性脑梗死,心脏彩超,影像检查
457,腔隙性脑梗死,胸片,影像检查
458,腔隙性脑梗死,CT,影像检查
459,2型糖尿病,头部CT,影像检查
460,2型糖尿病,胸片,影像检查
461,2型糖尿病,心脏彩超,影像检查
462,2型糖尿病,胸片,影像检查
463,2型糖尿病,CT,影像检查
464,冠状动脉粥样硬化性心脏病,头部CT,影像检查
465,冠状动脉粥样硬化性心脏病,胸片,影像检查
466,冠状动脉粥样硬化性心脏病,心脏彩超,影像检查
467,冠状动脉粥样硬化性心脏病,胸片,影像检查
468,冠状动脉粥样硬化性心脏病,CT,影像检查
469,慢性心衰,头部CT,影像检查
470,慢性心衰,胸片,影像检查
471,慢性心衰,心脏彩超,影像检查
472,慢性心衰,胸片,影像检查
473,慢性心衰,CT,影像检查
474,两上肺感染,头部CT,影像检查
475,两上肺感染,胸片,影像检查
476,两上肺感染,心脏彩超,影像检查
477,两上肺感染,胸片,影像检查
478,两上肺感染,CT,影像检查
479,支扩,头部CT,影像检查
480,支扩,胸片,影像检查
481,支扩,心脏彩超,影像检查
482,支扩,胸片,影像检查
483,支扩,CT,影像检查
484,肺气肿,头部CT,影像检查
485,肺气肿,胸片,影像检查
486,肺气肿,心脏彩超,影像检查
487,肺气肿,胸片,影像检查
488,肺气肿,CT,影像检查
489,主动脉球钙化,头部CT,影像检查
490,主动脉球钙化,胸片,影像检查
491,主动脉球钙化,心脏彩超,影像检查
492,主动脉球钙化,胸片,影像检查
493,主动脉球钙化,CT,影像检查
494,胸椎骨质增生,头部CT,影像检查
495,胸椎骨质增生,胸片,影像检查
496,胸椎骨质增生,心脏彩超,影像检查
497,胸椎骨质增生,胸片,影像检查
498,胸椎骨质增生,CT,影像检查
499,高血压,头部CT,影像检查
500,高血压,胸片,影像检查
501,高血压,心脏彩超,影像检查
502,高血压,胸片,影像检查
503,高血压,CT,影像检查
504,糖尿病,头部CT,影像检查
505,糖尿病,胸片,影像检查
506,糖尿病,心脏彩超,影像检查
507,糖尿病,胸片,影像检查
508,糖尿病,CT,影像检查
509,乳酸酸中毒,头部CT,影像检查
510,乳酸酸中毒,胸片,影像检查
511,乳酸酸中毒,心脏彩超,影像检查
512,乳酸酸中毒,胸片,影像检查
513,乳酸酸中毒,CT,影像检查
514,窦性心律,心电图,影像检查
515,窦性心律,心电图,影像检查
516,慢性胃炎,心电图,影像检查
517,慢性胃炎,心电图,影像检查
518,结肠息肉,心电图,影像检查
519,结肠息肉,心电图,影像检查
520,肠息肉,心电图,影像检查
521,肠息肉,心电图,影像检查
522,乙状结肠CA（浸润型）,腹部，CT,影像检查
523,肠溃疡型管状腺癌II级,腹部，CT,影像检查
524,结肠癌术后,腹部，CT,影像检查
525,肺源性心脏病,胸部CT,影像检查
526,肺源性心脏病,心脏彩超,影像检查
527,肺源性心脏病,冠脉造影,影像检查
528,肺源性心脏病,胸部CT,影像检查
529,右室舒张、收缩功能减退,胸部CT,影像检查
530,右室舒张、收缩功能减退,心脏彩超,影像检查
531,右室舒张、收缩功能减退,冠脉造影,影像检查
532,右室舒张、收缩功能减退,胸部CT,影像检查
533,慢性阻塞性肺疾病,胸部CT,影像检查
534,慢性阻塞性肺疾病,心脏彩超,影像检查
535,慢性阻塞性肺疾病,冠脉造影,影像检查
536,慢性阻塞性肺疾病,胸部CT,影像检查
537,肺源性心脏病,胸部CT,影像检查
538,肺源性心脏病,心脏彩超,影像检查
539,肺源性心脏病,冠脉造影,影像检查
540,肺源性心脏病,胸部CT,影像检查
541,冠心病,胸部CT,影像检查
542,冠心病,心脏彩超,影像检查
543,冠心病,冠脉造影,影像检查
544,冠心病,胸部CT,影像检查
545,两肺上叶感染,胸部CT,影像检查
546,两肺上叶感染,心脏彩超,影像检查
547,两肺上叶感染,冠脉造影,影像检查
548,两肺上叶感染,胸部CT,影像检查
549,慢支炎,胸部CT,影像检查
550,慢支炎,心脏彩超,影像检查
551,慢支炎,冠脉造影,影像检查
552,慢支炎,胸部CT,影像检查
553,肺气肿,胸部CT,影像检查
554,肺气肿,心脏彩超,影像检查
555,肺气肿,冠脉造影,影像检查
556,肺气肿,胸部CT,影像检查
557,左肺中叶及上叶少许慢性感染,胸腹部CT,影像检查
558,左肺中叶及上叶少许慢性感染,心电图,影像检查
559,脂肪瘤,胸腹部CT,影像检查
560,脂肪瘤,心电图,影像检查
561,主动脉及冠状动脉壁钙化,胸腹部CT,影像检查
562,主动脉及冠状动脉壁钙化,心电图,影像检查
563,肺气肿,胸腹部CT,影像检查
564,肺气肿,心电图,影像检查
565,胸椎骨质增生,胸腹部CT,影像检查
566,胸椎骨质增生,心电图,影像检查
567,左侧多根肋骨陈旧骨折,胸腹部CT,影像检查
568,左侧多根肋骨陈旧骨折,心电图,影像检查
569,两肾多发小结石,胸腹部CT,影像检查
570,两肾多发小结石,心电图,影像检查
571,左肾囊肿,胸腹部CT,影像检查
572,左肾囊肿,心电图,影像检查
573,胆囊结石,胸腹部CT,影像检查
574,胆囊结石,心电图,影像检查
575,腹腔积液,胸腹部CT,影像检查
576,腹腔积液,心电图,影像检查
577,腹主动脉壁钙化,胸腹部CT,影像检查
578,腹主动脉壁钙化,心电图,影像检查
579,腰椎骨质增生,胸腹部CT,影像检查
580,腰椎骨质增生,心电图,影像检查
581,骶管囊肿,胸腹部CT,影像检查
582,骶管囊肿,心电图,影像检查
583,高渗性脱水,胸腹部CT,影像检查
584,高渗性脱水,心电图,影像检查
