,disease_name,entity_content,relation_name
109,神经内分泌癌,奥沙利铂,药物
110,神经内分泌癌,希罗达,药物
111,神经内分泌癌,表柔比星,药物
112,神经内分泌癌,奥沙利铂,药物
113,神经内分泌癌,希罗达,药物
114,神经内分泌癌,表柔比星,药物
115,神经内分泌癌,奥沙利铂,药物
116,神经内分泌癌,希罗达,药物
117,部分肉瘤样癌,表柔比星,药物
118,部分肉瘤样癌,奥沙利铂,药物
119,部分肉瘤样癌,希罗达,药物
120,部分肉瘤样癌,表柔比星,药物
121,部分肉瘤样癌,奥沙利铂,药物
122,部分肉瘤样癌,希罗达,药物
123,部分肉瘤样癌,表柔比星,药物
124,部分肉瘤样癌,奥沙利铂,药物
125,部分肉瘤样癌,希罗达,药物
126,部分管状腺癌,表柔比星,药物
127,部分管状腺癌,奥沙利铂,药物
128,部分管状腺癌,希罗达,药物
129,部分管状腺癌,表柔比星,药物
130,部分管状腺癌,奥沙利铂,药物
131,部分管状腺癌,希罗达,药物
132,部分管状腺癌,表柔比星,药物
133,部分管状腺癌,奥沙利铂,药物
134,部分管状腺癌,希罗达,药物
135,胃癌,S-1,药物
136,胃癌,OXA,药物
137,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,S-1,药物
138,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,OXA,药物
139,腺癌,S-1,药物
140,腺癌,OXA,药物
141,腺癌,S-1,药物
142,腺癌,OXA,药物
143,腺癌,S-1,药物
144,腺癌,OXA,药物
145,腺癌,S-1,药物
146,腺癌,OXA,药物
147,腺癌,S-1,药物
148,腺癌,OXA,药物
149,腺癌,S-1,药物
150,腺癌,OXA,药物
151,腺癌,S-1,药物
152,腺癌,OXA,药物
153,乙状结肠癌,奥沙利铂,药物
154,乙状结肠癌,亚叶酸钙,药物
155,乙状结肠癌,替加氟,药物
156,(乙状结肠）腺癌（中度分化，部分为粘液腺癌图像），符合绒毛状管状腺瘤癌变,奥沙利铂,药物
157,(乙状结肠）腺癌（中度分化，部分为粘液腺癌图像），符合绒毛状管状腺瘤癌变,亚叶酸钙,药物
158,(乙状结肠）腺癌（中度分化，部分为粘液腺癌图像），符合绒毛状管状腺瘤癌变,替加氟,药物
159,乙状结肠癌术后,奥沙利铂,药物
160,乙状结肠癌术后,亚叶酸钙,药物
161,乙状结肠癌术后,替加氟,药物
162,升结肠肠乳头状管状腺癌II级,奥沙利铂,药物
163,升结肠肠乳头状管状腺癌II级,希罗达,药物
164,左半结肠回盲部隆起型管状腺癌II级,奥沙利铂,药物
165,左半结肠回盲部隆起型管状腺癌II级,希罗达,药物
166,结肠癌术后,奥沙利铂,药物
167,结肠癌术后,希罗达,药物
168,胃癌,奥沙利铂,药物
169,胃癌,亚叶酸钙,药物
170,胃癌,替加氟,药物
171,贲门腺癌（中度分化），浸润溃疡型,奥沙利铂,药物
172,贲门腺癌（中度分化），浸润溃疡型,亚叶酸钙,药物
173,贲门腺癌（中度分化），浸润溃疡型,替加氟,药物
174,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,奥沙利铂,药物
175,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,亚叶酸钙,药物
176,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,替加氟,药物
177,胃癌术后,奥沙利铂,药物
178,胃癌术后,亚叶酸钙,药物
179,胃癌术后,替加氟,药物
180,胃癌术后,奥沙利铂,药物
181,胃癌术后,亚叶酸钙,药物
182,胃癌术后,替加氟,药物
183,直肠癌,奥沙利铂,药物
184,直肠癌,氟尿嘧啶,药物
185,直肠癌,亚叶酸钙,药物
186,直肠癌术后吻合口瘘,奥沙利铂,药物
187,直肠癌术后吻合口瘘,氟尿嘧啶,药物
188,直肠癌术后吻合口瘘,亚叶酸钙,药物
189,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,奥沙利铂,药物
190,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,氟尿嘧啶,药物
191,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,亚叶酸钙,药物
192,多发性增生性（锯齿状）息肉,奥沙利铂,药物
193,多发性增生性（锯齿状）息肉,氟尿嘧啶,药物
194,多发性增生性（锯齿状）息肉,亚叶酸钙,药物
195,直肠癌术后,奥沙利铂,药物
196,直肠癌术后,氟尿嘧啶,药物
197,直肠癌术后,亚叶酸钙,药物
198,贲门癌,伊立替康,药物
199,贲门癌,替吉奥,药物
200,食管胃交界溃疡型管状腺癌II-III级,伊立替康,药物
201,食管胃交界溃疡型管状腺癌II-III级,替吉奥,药物
202,贲门腺癌,伊立替康,药物
203,贲门腺癌,替吉奥,药物
204,两侧上肢静脉曲张,华法林,药物
205,左髂总静脉血栓,华法林,药物
206,右腘静脉附壁血栓,华法林,药物
207,右下下肺动脉栓塞,华法林,药物
208,右大隐静脉曲张,华法林,药物
209,左大隐静脉曲张术后,华法林,药物
210,两侧髂静脉支架术后,华法林,药物
211,上腔静脉滤器置入术后,华法林,药物
212,膀胱浸润性癌,吉西他滨,药物
213,膀胱浸润性癌,顺铂,药物
214,高级别浸润性尿路下皮癌,吉西他滨,药物
215,高级别浸润性尿路下皮癌,顺铂,药物
216,膀胱术后,吉西他滨,药物
217,膀胱术后,顺铂,药物
218,膀胱癌根治术后,吉西他滨,药物
219,膀胱癌根治术后,顺铂,药物
220,膀胱术后,吉西他滨,药物
221,膀胱术后,顺铂,药物
222,腹膜种植,吉西他滨,药物
223,腹膜种植,顺铂,药物
224,膀胱癌综合治疗后,吉西他滨,药物
225,膀胱癌综合治疗后,顺铂,药物
226,卵巢浆液性乳头状囊腺癌,紫杉醇,药物
227,卵巢浆液性乳头状囊腺癌,洛铂,药物
228,左卵巢高级别浆液性乳头状囊腺癌,紫杉醇,药物
229,左卵巢高级别浆液性乳头状囊腺癌,洛铂,药物
230,骨髓抑制I度,紫杉醇,药物
231,骨髓抑制I度,洛铂,药物
232,卵巢浆液性乳头状囊腺癌（IIIB期，G1）术后,紫杉醇,药物
233,卵巢浆液性乳头状囊腺癌（IIIB期，G1）术后,洛铂,药物
234,肝曲结肠粘液腺癌侵犯十二指肠及肝门区,乐沙定,药物
235,肝曲结肠粘液腺癌侵犯十二指肠及肝门区,卡培他滨,药物
236,剖腹探查+胃空肠吻合+升结肠-横结肠侧侧吻合术,乐沙定,药物
237,剖腹探查+胃空肠吻合+升结肠-横结肠侧侧吻合术,卡培他滨,药物
238,升结肠癌术后化疗,乐沙定,药物
239,升结肠癌术后化疗,卡培他滨,药物
240,肺气肿,头孢呋辛,药物
241,肺气肿,痰热清,药物
242,肺气肿,溴己新,药物
243,肺气肿,多索茶碱,药物
244,肺气肿,甲泼尼龙,药物
245,肺气肿,阿司匹林肠溶片,药物
246,肺气肿,富马酸比索洛尔片,药物
247,肺气肿,辛伐他汀,药物
248,肺气肿,螺内酯,药物
249,肺气肿,呋塞米,药物
250,慢性阻塞性肺疾病,头孢呋辛,药物
251,慢性阻塞性肺疾病,痰热清,药物
252,慢性阻塞性肺疾病,溴己新,药物
253,慢性阻塞性肺疾病,多索茶碱,药物
254,慢性阻塞性肺疾病,甲泼尼龙,药物
255,慢性阻塞性肺疾病,阿司匹林肠溶片,药物
256,慢性阻塞性肺疾病,富马酸比索洛尔片,药物
257,慢性阻塞性肺疾病,辛伐他汀,药物
258,慢性阻塞性肺疾病,螺内酯,药物
259,慢性阻塞性肺疾病,呋塞米,药物
260,肺源性心脏病,头孢呋辛,药物
261,肺源性心脏病,痰热清,药物
262,肺源性心脏病,溴己新,药物
263,肺源性心脏病,多索茶碱,药物
264,肺源性心脏病,甲泼尼龙,药物
265,肺源性心脏病,阿司匹林肠溶片,药物
266,肺源性心脏病,富马酸比索洛尔片,药物
267,肺源性心脏病,辛伐他汀,药物
268,肺源性心脏病,螺内酯,药物
269,肺源性心脏病,呋塞米,药物
270,慢性阻塞性肺疾病,头孢呋辛,药物
271,慢性阻塞性肺疾病,痰热清,药物
272,慢性阻塞性肺疾病,溴己新,药物
273,慢性阻塞性肺疾病,多索茶碱,药物
274,慢性阻塞性肺疾病,甲泼尼龙,药物
275,慢性阻塞性肺疾病,阿司匹林肠溶片,药物
276,慢性阻塞性肺疾病,富马酸比索洛尔片,药物
277,慢性阻塞性肺疾病,辛伐他汀,药物
278,慢性阻塞性肺疾病,螺内酯,药物
279,慢性阻塞性肺疾病,呋塞米,药物
280,腹痛待查,头孢呋辛,药物
281,腹痛待查,痰热清,药物
282,腹痛待查,溴己新,药物
283,腹痛待查,多索茶碱,药物
284,腹痛待查,甲泼尼龙,药物
285,腹痛待查,阿司匹林肠溶片,药物
286,腹痛待查,富马酸比索洛尔片,药物
287,腹痛待查,辛伐他汀,药物
288,腹痛待查,螺内酯,药物
289,腹痛待查,呋塞米,药物
290,乙状结肠癌,奥沙利铂,药物
291,乙状结肠癌,替加氟,药物
292,乙状结肠癌,亚叶酸钙,药物
293,乙状结肠癌姑息切除+近端乙状结肠造瘘+小肠部分切除吻合术,奥沙利铂,药物
294,乙状结肠癌姑息切除+近端乙状结肠造瘘+小肠部分切除吻合术,替加氟,药物
295,乙状结肠癌姑息切除+近端乙状结肠造瘘+小肠部分切除吻合术,亚叶酸钙,药物
296,（结肠），：大肠隆起型管状腺癌II级,奥沙利铂,药物
297,（结肠），：大肠隆起型管状腺癌II级,替加氟,药物
298,（结肠），：大肠隆起型管状腺癌II级,亚叶酸钙,药物
299,乙状结肠癌术后,奥沙利铂,药物
300,乙状结肠癌术后,替加氟,药物
301,乙状结肠癌术后,亚叶酸钙,药物
302,结肠癌,奥沙利铂,药物
303,结肠癌,希罗达,药物
304,(左半结肠)，：结肠溃疡型管状腺癌II级,奥沙利铂,药物
305,(左半结肠)，：结肠溃疡型管状腺癌II级,希罗达,药物
306,升结肠癌伴腹腔种植（PT4BN2AM1IV期)术后,奥沙利铂,药物
307,升结肠癌伴腹腔种植（PT4BN2AM1IV期)术后,希罗达,药物
308,食管腹段癌,顺铂,药物
309,食管腹段癌,安素泰,药物
310,（腹段食管及近端胃）食管蕈伞型鳞状细胞癌II-III级,顺铂,药物
311,（腹段食管及近端胃）食管蕈伞型鳞状细胞癌II-III级,安素泰,药物
312,轻度慢性浅表性胃炎,顺铂,药物
313,轻度慢性浅表性胃炎,安素泰,药物
314,吻合口狭窄,顺铂,药物
315,吻合口狭窄,安素泰,药物
316,食管上段癌,顺铂,药物
317,食管上段癌,安素泰,药物
318,卵巢恶性肿瘤,紫杉醇,药物
319,卵巢恶性肿瘤,伯尔定,药物
320,卵巢恶性肿瘤,紫杉醇,药物
321,卵巢恶性肿瘤,卡铂,药物
322,卵巢恶性肿瘤,紫杉醇,药物
323,卵巢恶性肿瘤,卡铂,药物
324,高级别浆液性癌,紫杉醇,药物
325,高级别浆液性癌,伯尔定,药物
326,高级别浆液性癌,紫杉醇,药物
327,高级别浆液性癌,卡铂,药物
328,高级别浆液性癌,紫杉醇,药物
329,高级别浆液性癌,卡铂,药物
330,胃癌,奥沙利铂,药物
331,胃癌,亚叶酸钙,药物
332,胃癌,替加氟,药物
333,胃窦腺癌,奥沙利铂,药物
334,胃窦腺癌,亚叶酸钙,药物
335,胃窦腺癌,替加氟,药物
336,胃恶性肿瘤术后,奥沙利铂,药物
337,胃恶性肿瘤术后,亚叶酸钙,药物
338,胃恶性肿瘤术后,替加氟,药物
339,胃体胃窦癌(CT4N2M0,IIIB期),希罗达,药物
340,胃体胃窦癌(CT4N2M0,IIIB期),奥沙利铂,药物
341,胃体胃窦癌(CT4N2M0,IIIB期),奥沙利铂,药物
342,胃体胃窦癌(CT4N2M0,IIIB期),卡培他滨,药物
343,胃中至低分化管状腺癌（LAUREN，分型：肠型）,希罗达,药物
344,胃中至低分化管状腺癌（LAUREN，分型：肠型）,奥沙利铂,药物
345,胃中至低分化管状腺癌（LAUREN，分型：肠型）,奥沙利铂,药物
346,胃中至低分化管状腺癌（LAUREN，分型：肠型）,卡培他滨,药物
347,胃癌综合治疗后,希罗达,药物
348,胃癌综合治疗后,奥沙利铂,药物
349,胃癌综合治疗后,奥沙利铂,药物
350,胃癌综合治疗后,卡培他滨,药物
351,冠心病,阿司匹林肠溶片,药物
352,冠心病,地高辛,药物
353,冠心病,依那普利,药物
354,冠心病,胺碘酮,药物
355,冠心病,丹参川芎嗪,药物
356,房颤,阿司匹林肠溶片,药物
357,房颤,地高辛,药物
358,房颤,依那普利,药物
359,房颤,胺碘酮,药物
360,房颤,丹参川芎嗪,药物
361,高血压,阿司匹林肠溶片,药物
362,高血压,地高辛,药物
363,高血压,依那普利,药物
364,高血压,胺碘酮,药物
365,高血压,丹参川芎嗪,药物
366,华法林,阿司匹林肠溶片,药物
367,华法林,地高辛,药物
368,华法林,依那普利,药物
369,华法林,胺碘酮,药物
370,华法林,丹参川芎嗪,药物
371,快速型房颤,阿司匹林肠溶片,药物
372,快速型房颤,地高辛,药物
373,快速型房颤,依那普利,药物
374,快速型房颤,胺碘酮,药物
375,快速型房颤,丹参川芎嗪,药物
376,主动脉硬化,阿司匹林肠溶片,药物
377,主动脉硬化,地高辛,药物
378,主动脉硬化,依那普利,药物
379,主动脉硬化,胺碘酮,药物
380,主动脉硬化,丹参川芎嗪,药物
381,（胃角、胃体后壁）低分化腺癌,白蛋白,药物
382,胃体、胃窦低分化腺癌,白蛋白,药物
383,胃癌术后,白蛋白,药物
384,根治性全胃切除术后,乐沙定,药物
385,根治性全胃切除术后,爱斯万,药物
386,胃体小弯侧溃疡型低分化腺癌（LAUREN，分型：弥漫型）,乐沙定,药物
387,胃体小弯侧溃疡型低分化腺癌（LAUREN，分型：弥漫型）,爱斯万,药物
388,结肠恶性肿瘤,奥沙利铂,药物
389,结肠恶性肿瘤,右亚叶酸钙,药物
390,结肠恶性肿瘤,氟尿苷,药物
391, 结肠腺癌（中低分化），浸润溃疡型,奥沙利铂,药物
392, 结肠腺癌（中低分化），浸润溃疡型,右亚叶酸钙,药物
393, 结肠腺癌（中低分化），浸润溃疡型,氟尿苷,药物
394,粘液腺癌,奥沙利铂,药物
395,粘液腺癌,右亚叶酸钙,药物
396,粘液腺癌,氟尿苷,药物
397,结肠癌术后,奥沙利铂,药物
398,结肠癌术后,右亚叶酸钙,药物
399,结肠癌术后,氟尿苷,药物
400,胃癌术后复发,世福素,药物
401,胃癌术后复发,甘草合剂,药物
402,胃癌术后复发,右卡尼汀,药物
403,胃癌术后复发,力素,药物
404,胃癌术后复发,氨基酸,药物
405,胃癌术后复发,脂肪乳,药物
406,胃癌术后复发,胸腺五肽,药物
407,胃癌术后复发,潘妥洛克,药物
408,胃癌术后复发,头孢替安,药物
409,乳头状-管状腺癌,世福素,药物
410,乳头状-管状腺癌,甘草合剂,药物
411,乳头状-管状腺癌,右卡尼汀,药物
412,乳头状-管状腺癌,力素,药物
413,乳头状-管状腺癌,氨基酸,药物
414,乳头状-管状腺癌,脂肪乳,药物
415,乳头状-管状腺癌,胸腺五肽,药物
416,乳头状-管状腺癌,潘妥洛克,药物
417,乳头状-管状腺癌,头孢替安,药物
418,贲门癌,世福素,药物
419,贲门癌,甘草合剂,药物
420,贲门癌,右卡尼汀,药物
421,贲门癌,力素,药物
422,贲门癌,氨基酸,药物
423,贲门癌,脂肪乳,药物
424,贲门癌,胸腺五肽,药物
425,贲门癌,潘妥洛克,药物
426,贲门癌,头孢替安,药物
427,降结肠癌伴肝转移,奥沙利铂,药物
428,降结肠癌伴肝转移,卡培他滨片,药物
429,降结肠癌伴肝转移,希罗达,药物
430,降结肠癌伴肝转移,盐酸伊立替康,药物
431,降结肠癌伴肝转移,卡培他滨片,药物
432,降结肠癌伴肝转移,盐酸伊立替康,药物
433,降结肠癌伴肝转移,安维汀,药物
434,降结肠癌伴肝转移,替吉奥,药物
435,结肠隆起型黏液腺癌,奥沙利铂,药物
436,结肠隆起型黏液腺癌,卡培他滨片,药物
437,结肠隆起型黏液腺癌,希罗达,药物
438,结肠隆起型黏液腺癌,盐酸伊立替康,药物
439,结肠隆起型黏液腺癌,卡培他滨片,药物
440,结肠隆起型黏液腺癌,盐酸伊立替康,药物
441,结肠隆起型黏液腺癌,安维汀,药物
442,结肠隆起型黏液腺癌,替吉奥,药物
443,降结肠癌伴肝转移,奥沙利铂,药物
444,降结肠癌伴肝转移,卡培他滨片,药物
445,降结肠癌伴肝转移,希罗达,药物
446,降结肠癌伴肝转移,盐酸伊立替康,药物
447,降结肠癌伴肝转移,卡培他滨片,药物
448,降结肠癌伴肝转移,盐酸伊立替康,药物
449,降结肠癌伴肝转移,安维汀,药物
450,降结肠癌伴肝转移,替吉奥,药物
451,结肠癌,奥沙利铂,药物
452,结肠癌,希罗达,药物
453,结肠癌,洛铂,药物
454,结肠癌,亚叶酸钙,药物
455,结肠癌,替加氟,药物
456,肠梗阻,奥沙利铂,药物
457,肠梗阻,希罗达,药物
458,肠梗阻,洛铂,药物
459,肠梗阻,亚叶酸钙,药物
460,肠梗阻,替加氟,药物
461,（结肠）腺癌（中度分化），浸润溃疡型,奥沙利铂,药物
462,（结肠）腺癌（中度分化），浸润溃疡型,希罗达,药物
463,（结肠）腺癌（中度分化），浸润溃疡型,洛铂,药物
464,（结肠）腺癌（中度分化），浸润溃疡型,亚叶酸钙,药物
465,（结肠）腺癌（中度分化），浸润溃疡型,替加氟,药物
466,结肠癌术后,奥沙利铂,药物
467,结肠癌术后,希罗达,药物
468,结肠癌术后,洛铂,药物
469,结肠癌术后,亚叶酸钙,药物
470,结肠癌术后,替加氟,药物
471,胃癌,奥沙利铂,药物
472,胃癌,齐沙,药物
473,胃癌,替吉奥,药物
474,胃癌,替吉奥,药物
475,胃癌,替加氟,药物
476,胃癌,奥沙利铂,药物
477,胃癌,亚叶酸钙,药物
478,胃癌,替加氟,药物
479,胃癌,奥沙利铂,药物
480,胃癌,亚叶酸钙,药物
481,胃体大弯侧溃疡型低分化腺癌,奥沙利铂,药物
482,胃体大弯侧溃疡型低分化腺癌,齐沙,药物
483,胃体大弯侧溃疡型低分化腺癌,替吉奥,药物
484,胃体大弯侧溃疡型低分化腺癌,替吉奥,药物
485,胃体大弯侧溃疡型低分化腺癌,替加氟,药物
486,胃体大弯侧溃疡型低分化腺癌,奥沙利铂,药物
487,胃体大弯侧溃疡型低分化腺癌,亚叶酸钙,药物
488,胃体大弯侧溃疡型低分化腺癌,替加氟,药物
489,胃体大弯侧溃疡型低分化腺癌,奥沙利铂,药物
490,胃体大弯侧溃疡型低分化腺癌,亚叶酸钙,药物
491,皮疹,奥沙利铂,药物
492,皮疹,齐沙,药物
493,皮疹,替吉奥,药物
494,皮疹,替吉奥,药物
495,皮疹,替加氟,药物
496,皮疹,奥沙利铂,药物
497,皮疹,亚叶酸钙,药物
498,皮疹,替加氟,药物
499,皮疹,奥沙利铂,药物
500,皮疹,亚叶酸钙,药物
501,胃癌术后,奥沙利铂,药物
502,胃癌术后,齐沙,药物
503,胃癌术后,替吉奥,药物
504,胃癌术后,替吉奥,药物
505,胃癌术后,替加氟,药物
506,胃癌术后,奥沙利铂,药物
507,胃癌术后,亚叶酸钙,药物
508,胃癌术后,替加氟,药物
509,胃癌术后,奥沙利铂,药物
510,胃癌术后,亚叶酸钙,药物
511,乙状结肠低分化腺癌,头孢替安,药物
512,乙状结肠低分化腺癌,奥沙利铂,药物
513,乙状结肠低分化腺癌,亚叶酸钙,药物
514,乙状结肠低分化腺癌,5-FU,药物
515,乙状结肠低分化腺癌,5-FU,药物
516,乙状结肠低分化腺癌,奥沙利铂,药物
517,乙状结肠低分化腺癌,亚叶酸钙,药物
518,乙状结肠低分化腺癌,5-FU,药物
519,乙状结肠低分化腺癌,5-FU,药物
520,骨髓抑制,头孢替安,药物
521,骨髓抑制,奥沙利铂,药物
522,骨髓抑制,亚叶酸钙,药物
523,骨髓抑制,5-FU,药物
524,骨髓抑制,5-FU,药物
525,骨髓抑制,奥沙利铂,药物
526,骨髓抑制,亚叶酸钙,药物
527,骨髓抑制,5-FU,药物
528,骨髓抑制,5-FU,药物
529,呕血、排黑便,来得时,药物
530,呕血、排黑便,诺和锐,药物
531,呕血、排黑便,胰岛素,药物
532,呕血、排黑便,诺和锐,药物
533,呕血、排黑便,来得时,药物
534,呕血、排黑便,胰岛素,药物
535,呕血、排黑便,诺和锐,药物
536,呕血、排黑便,来得时,药物
537,出血性胃炎,来得时,药物
538,出血性胃炎,诺和锐,药物
