,disease_name,entity_content,relation_name
52,腰4/5水平双侧隐窝狭窄,胃窦腺癌（中低度分化）,疾病和诊断
53,腰4/5水平双侧隐窝狭窄,胃癌术后,疾病和诊断
54,骶1-3水平椎管局限性膨大,腰1压缩性骨折,疾病和诊断
55,骶1-3水平椎管局限性膨大,腰椎退行性变,疾病和诊断
56,骶1-3水平椎管局限性膨大,腰2/3、3/4、4/5椎间盘突出,疾病和诊断
57,骶1-3水平椎管局限性膨大,腰4/5水平双侧隐窝狭窄,疾病和诊断
58,骶1-3水平椎管局限性膨大,不除外骶管囊肿,疾病和诊断
59,骶1-3水平椎管局限性膨大,胆囊结石,疾病和诊断
60,骶1-3水平椎管局限性膨大,胃癌伴幽门梗阻,疾病和诊断
61,骶1-3水平椎管局限性膨大,（胃窦、幽门）腺癌,疾病和诊断
62,骶1-3水平椎管局限性膨大,胃窦腺癌（中低度分化）,疾病和诊断
63,骶1-3水平椎管局限性膨大,胃癌术后,疾病和诊断
64,不除外骶管囊肿,腰1压缩性骨折,疾病和诊断
65,不除外骶管囊肿,腰椎退行性变,疾病和诊断
66,不除外骶管囊肿,腰2/3、3/4、4/5椎间盘突出,疾病和诊断
67,不除外骶管囊肿,腰4/5水平双侧隐窝狭窄,疾病和诊断
68,不除外骶管囊肿,骶1-3水平椎管局限性膨大,疾病和诊断
69,不除外骶管囊肿,胆囊结石,疾病和诊断
70,不除外骶管囊肿,胃癌伴幽门梗阻,疾病和诊断
71,不除外骶管囊肿,（胃窦、幽门）腺癌,疾病和诊断
72,不除外骶管囊肿,胃窦腺癌（中低度分化）,疾病和诊断
73,不除外骶管囊肿,胃癌术后,疾病和诊断
74,胆囊结石,腰1压缩性骨折,疾病和诊断
75,胆囊结石,腰椎退行性变,疾病和诊断
76,胆囊结石,腰2/3、3/4、4/5椎间盘突出,疾病和诊断
77,胆囊结石,腰4/5水平双侧隐窝狭窄,疾病和诊断
78,胆囊结石,骶1-3水平椎管局限性膨大,疾病和诊断
79,胆囊结石,不除外骶管囊肿,疾病和诊断
80,胆囊结石,胃癌伴幽门梗阻,疾病和诊断
81,胆囊结石,（胃窦、幽门）腺癌,疾病和诊断
82,胆囊结石,胃窦腺癌（中低度分化）,疾病和诊断
83,胆囊结石,胃癌术后,疾病和诊断
84,胃癌伴幽门梗阻,腰1压缩性骨折,疾病和诊断
85,胃癌伴幽门梗阻,腰椎退行性变,疾病和诊断
86,胃癌伴幽门梗阻,腰2/3、3/4、4/5椎间盘突出,疾病和诊断
87,胃癌伴幽门梗阻,腰4/5水平双侧隐窝狭窄,疾病和诊断
88,胃癌伴幽门梗阻,骶1-3水平椎管局限性膨大,疾病和诊断
89,胃癌伴幽门梗阻,不除外骶管囊肿,疾病和诊断
90,胃癌伴幽门梗阻,胆囊结石,疾病和诊断
91,胃癌伴幽门梗阻,（胃窦、幽门）腺癌,疾病和诊断
92,胃癌伴幽门梗阻,胃窦腺癌（中低度分化）,疾病和诊断
93,胃癌伴幽门梗阻,胃癌术后,疾病和诊断
94,（胃窦、幽门）腺癌,腰1压缩性骨折,疾病和诊断
95,（胃窦、幽门）腺癌,腰椎退行性变,疾病和诊断
96,（胃窦、幽门）腺癌,腰2/3、3/4、4/5椎间盘突出,疾病和诊断
97,（胃窦、幽门）腺癌,腰4/5水平双侧隐窝狭窄,疾病和诊断
98,（胃窦、幽门）腺癌,骶1-3水平椎管局限性膨大,疾病和诊断
99,（胃窦、幽门）腺癌,不除外骶管囊肿,疾病和诊断
100,（胃窦、幽门）腺癌,胆囊结石,疾病和诊断
101,（胃窦、幽门）腺癌,胃癌伴幽门梗阻,疾病和诊断
102,（胃窦、幽门）腺癌,胃窦腺癌（中低度分化）,疾病和诊断
103,（胃窦、幽门）腺癌,胃癌术后,疾病和诊断
104,胃窦腺癌（中低度分化）,腰1压缩性骨折,疾病和诊断
105,胃窦腺癌（中低度分化）,腰椎退行性变,疾病和诊断
106,胃窦腺癌（中低度分化）,腰2/3、3/4、4/5椎间盘突出,疾病和诊断
107,胃窦腺癌（中低度分化）,腰4/5水平双侧隐窝狭窄,疾病和诊断
108,胃窦腺癌（中低度分化）,骶1-3水平椎管局限性膨大,疾病和诊断
109,胃窦腺癌（中低度分化）,不除外骶管囊肿,疾病和诊断
110,胃窦腺癌（中低度分化）,胆囊结石,疾病和诊断
111,胃窦腺癌（中低度分化）,胃癌伴幽门梗阻,疾病和诊断
112,胃窦腺癌（中低度分化）,（胃窦、幽门）腺癌,疾病和诊断
113,胃窦腺癌（中低度分化）,胃癌术后,疾病和诊断
114,胃癌术后,腰1压缩性骨折,疾病和诊断
115,胃癌术后,腰椎退行性变,疾病和诊断
116,胃癌术后,腰2/3、3/4、4/5椎间盘突出,疾病和诊断
117,胃癌术后,腰4/5水平双侧隐窝狭窄,疾病和诊断
118,胃癌术后,骶1-3水平椎管局限性膨大,疾病和诊断
119,胃癌术后,不除外骶管囊肿,疾病和诊断
120,胃癌术后,胆囊结石,疾病和诊断
121,胃癌术后,胃癌伴幽门梗阻,疾病和诊断
122,胃癌术后,（胃窦、幽门）腺癌,疾病和诊断
123,胃癌术后,胃窦腺癌（中低度分化）,疾病和诊断
124,直肠癌,直肠腺癌（中、低度分化），部分呈粘液腺癌分化，隆起型,疾病和诊断
125,直肠癌,直肠癌术后,疾病和诊断
126,直肠腺癌（中、低度分化），部分呈粘液腺癌分化，隆起型,直肠癌,疾病和诊断
127,直肠腺癌（中、低度分化），部分呈粘液腺癌分化，隆起型,直肠癌术后,疾病和诊断
128,直肠癌术后,直肠癌,疾病和诊断
129,直肠癌术后,直肠腺癌（中、低度分化），部分呈粘液腺癌分化，隆起型,疾病和诊断
130,结肠癌,（直肠下段），：肠溃疡型管状腺癌II级,疾病和诊断
131,结肠癌,筛状粉刺型腺癌,疾病和诊断
132,结肠癌,直肠癌根治术后,疾病和诊断
133,（直肠下段），：肠溃疡型管状腺癌II级,结肠癌,疾病和诊断
134,（直肠下段），：肠溃疡型管状腺癌II级,筛状粉刺型腺癌,疾病和诊断
135,（直肠下段），：肠溃疡型管状腺癌II级,直肠癌根治术后,疾病和诊断
136,筛状粉刺型腺癌,结肠癌,疾病和诊断
137,筛状粉刺型腺癌,（直肠下段），：肠溃疡型管状腺癌II级,疾病和诊断
138,筛状粉刺型腺癌,直肠癌根治术后,疾病和诊断
139,直肠癌根治术后,结肠癌,疾病和诊断
140,直肠癌根治术后,（直肠下段），：肠溃疡型管状腺癌II级,疾病和诊断
141,直肠癌根治术后,筛状粉刺型腺癌,疾病和诊断
142,卵巢癌,两侧卵巢见低分化浆液性腺癌浸润,疾病和诊断
143,卵巢癌,低分化浆液性腺癌,疾病和诊断
144,卵巢癌,腺癌,疾病和诊断
145,卵巢癌,低分化腺癌,疾病和诊断
146,卵巢癌,卵巢浆液性腺癌IIIC期,疾病和诊断
147,卵巢癌,肠瘘,疾病和诊断
148,两侧卵巢见低分化浆液性腺癌浸润,卵巢癌,疾病和诊断
149,两侧卵巢见低分化浆液性腺癌浸润,低分化浆液性腺癌,疾病和诊断
150,两侧卵巢见低分化浆液性腺癌浸润,腺癌,疾病和诊断
151,两侧卵巢见低分化浆液性腺癌浸润,低分化腺癌,疾病和诊断
152,两侧卵巢见低分化浆液性腺癌浸润,卵巢浆液性腺癌IIIC期,疾病和诊断
153,两侧卵巢见低分化浆液性腺癌浸润,肠瘘,疾病和诊断
154,低分化浆液性腺癌,卵巢癌,疾病和诊断
155,低分化浆液性腺癌,两侧卵巢见低分化浆液性腺癌浸润,疾病和诊断
156,低分化浆液性腺癌,腺癌,疾病和诊断
157,低分化浆液性腺癌,低分化腺癌,疾病和诊断
158,低分化浆液性腺癌,卵巢浆液性腺癌IIIC期,疾病和诊断
159,低分化浆液性腺癌,肠瘘,疾病和诊断
160,腺癌,卵巢癌,疾病和诊断
161,腺癌,两侧卵巢见低分化浆液性腺癌浸润,疾病和诊断
162,腺癌,低分化浆液性腺癌,疾病和诊断
163,腺癌,低分化腺癌,疾病和诊断
164,腺癌,卵巢浆液性腺癌IIIC期,疾病和诊断
165,腺癌,肠瘘,疾病和诊断
166,低分化腺癌,卵巢癌,疾病和诊断
167,低分化腺癌,两侧卵巢见低分化浆液性腺癌浸润,疾病和诊断
168,低分化腺癌,低分化浆液性腺癌,疾病和诊断
169,低分化腺癌,腺癌,疾病和诊断
170,低分化腺癌,卵巢浆液性腺癌IIIC期,疾病和诊断
171,低分化腺癌,肠瘘,疾病和诊断
172,卵巢浆液性腺癌IIIC期,卵巢癌,疾病和诊断
173,卵巢浆液性腺癌IIIC期,两侧卵巢见低分化浆液性腺癌浸润,疾病和诊断
174,卵巢浆液性腺癌IIIC期,低分化浆液性腺癌,疾病和诊断
175,卵巢浆液性腺癌IIIC期,腺癌,疾病和诊断
176,卵巢浆液性腺癌IIIC期,低分化腺癌,疾病和诊断
177,卵巢浆液性腺癌IIIC期,肠瘘,疾病和诊断
178,肠瘘,卵巢癌,疾病和诊断
179,肠瘘,两侧卵巢见低分化浆液性腺癌浸润,疾病和诊断
180,肠瘘,低分化浆液性腺癌,疾病和诊断
181,肠瘘,腺癌,疾病和诊断
182,肠瘘,低分化腺癌,疾病和诊断
183,肠瘘,卵巢浆液性腺癌IIIC期,疾病和诊断
184,胃窦癌,胃体前壁及胃窦溃疡型管状腺癌II-III级,疾病和诊断
185,胃窦癌,胃管状腺癌术后（PT4AN1M0IIIA期）,疾病和诊断
186,胃体前壁及胃窦溃疡型管状腺癌II-III级,胃窦癌,疾病和诊断
187,胃体前壁及胃窦溃疡型管状腺癌II-III级,胃管状腺癌术后（PT4AN1M0IIIA期）,疾病和诊断
188,胃管状腺癌术后（PT4AN1M0IIIA期）,胃窦癌,疾病和诊断
189,胃管状腺癌术后（PT4AN1M0IIIA期）,胃体前壁及胃窦溃疡型管状腺癌II-III级,疾病和诊断
190,胃窦部MT伴胃周淋巴结转移,脂肪肝,疾病和诊断
191,胃窦部MT伴胃周淋巴结转移,肝左后叶上段及两肾囊肿,疾病和诊断
192,胃窦部MT伴胃周淋巴结转移,左肾小结石,疾病和诊断
193,胃窦部MT伴胃周淋巴结转移,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),疾病和诊断
194,胃窦部MT伴胃周淋巴结转移,神经内分泌癌,疾病和诊断
195,胃窦部MT伴胃周淋巴结转移,部分肉瘤样癌,疾病和诊断
196,胃窦部MT伴胃周淋巴结转移,部分管状腺癌,疾病和诊断
197,脂肪肝,胃窦部MT伴胃周淋巴结转移,疾病和诊断
198,脂肪肝,肝左后叶上段及两肾囊肿,疾病和诊断
199,脂肪肝,左肾小结石,疾病和诊断
200,脂肪肝,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),疾病和诊断
201,脂肪肝,神经内分泌癌,疾病和诊断
202,脂肪肝,部分肉瘤样癌,疾病和诊断
203,脂肪肝,部分管状腺癌,疾病和诊断
204,肝左后叶上段及两肾囊肿,胃窦部MT伴胃周淋巴结转移,疾病和诊断
205,肝左后叶上段及两肾囊肿,脂肪肝,疾病和诊断
206,肝左后叶上段及两肾囊肿,左肾小结石,疾病和诊断
207,肝左后叶上段及两肾囊肿,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),疾病和诊断
208,肝左后叶上段及两肾囊肿,神经内分泌癌,疾病和诊断
209,肝左后叶上段及两肾囊肿,部分肉瘤样癌,疾病和诊断
210,肝左后叶上段及两肾囊肿,部分管状腺癌,疾病和诊断
211,左肾小结石,胃窦部MT伴胃周淋巴结转移,疾病和诊断
212,左肾小结石,脂肪肝,疾病和诊断
213,左肾小结石,肝左后叶上段及两肾囊肿,疾病和诊断
214,左肾小结石,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),疾病和诊断
215,左肾小结石,神经内分泌癌,疾病和诊断
216,左肾小结石,部分肉瘤样癌,疾病和诊断
217,左肾小结石,部分管状腺癌,疾病和诊断
218,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),胃窦部MT伴胃周淋巴结转移,疾病和诊断
219,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),脂肪肝,疾病和诊断
220,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),肝左后叶上段及两肾囊肿,疾病和诊断
221,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),左肾小结石,疾病和诊断
222,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),神经内分泌癌,疾病和诊断
223,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),部分肉瘤样癌,疾病和诊断
224,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),部分管状腺癌,疾病和诊断
225,神经内分泌癌,胃窦部MT伴胃周淋巴结转移,疾病和诊断
226,神经内分泌癌,脂肪肝,疾病和诊断
227,神经内分泌癌,肝左后叶上段及两肾囊肿,疾病和诊断
228,神经内分泌癌,左肾小结石,疾病和诊断
229,神经内分泌癌,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),疾病和诊断
230,神经内分泌癌,部分肉瘤样癌,疾病和诊断
231,神经内分泌癌,部分管状腺癌,疾病和诊断
232,部分肉瘤样癌,胃窦部MT伴胃周淋巴结转移,疾病和诊断
233,部分肉瘤样癌,脂肪肝,疾病和诊断
234,部分肉瘤样癌,肝左后叶上段及两肾囊肿,疾病和诊断
235,部分肉瘤样癌,左肾小结石,疾病和诊断
236,部分肉瘤样癌,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),疾病和诊断
237,部分肉瘤样癌,神经内分泌癌,疾病和诊断
238,部分肉瘤样癌,部分管状腺癌,疾病和诊断
239,部分管状腺癌,胃窦部MT伴胃周淋巴结转移,疾病和诊断
240,部分管状腺癌,脂肪肝,疾病和诊断
241,部分管状腺癌,肝左后叶上段及两肾囊肿,疾病和诊断
242,部分管状腺癌,左肾小结石,疾病和诊断
243,部分管状腺癌,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),疾病和诊断
244,部分管状腺癌,神经内分泌癌,疾病和诊断
245,部分管状腺癌,部分肉瘤样癌,疾病和诊断
246,直肠癌,（直肠）溃疡型中分化管状腺癌,疾病和诊断
247,直肠癌,直肠癌（MILES）术后,疾病和诊断
248,（直肠）溃疡型中分化管状腺癌,直肠癌,疾病和诊断
249,（直肠）溃疡型中分化管状腺癌,直肠癌（MILES）术后,疾病和诊断
250,直肠癌（MILES）术后,直肠癌,疾病和诊断
251,直肠癌（MILES）术后,（直肠）溃疡型中分化管状腺癌,疾病和诊断
252,胃癌,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,疾病和诊断
253,胃癌,腺癌,疾病和诊断
254,胃癌,腺癌,疾病和诊断
255,胃癌,腺癌,疾病和诊断
256,胃癌,腺癌,疾病和诊断
257,胃癌,腺癌,疾病和诊断
258,胃癌,腺癌,疾病和诊断
259,胃癌,腺癌,疾病和诊断
260,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,胃癌,疾病和诊断
261,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,腺癌,疾病和诊断
262,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,腺癌,疾病和诊断
263,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,腺癌,疾病和诊断
264,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,腺癌,疾病和诊断
265,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,腺癌,疾病和诊断
266,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,腺癌,疾病和诊断
267,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,腺癌,疾病和诊断
268,腺癌,胃癌,疾病和诊断
269,腺癌,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,疾病和诊断
270,腺癌,胃癌,疾病和诊断
271,腺癌,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,疾病和诊断
272,腺癌,胃癌,疾病和诊断
273,腺癌,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,疾病和诊断
274,腺癌,胃癌,疾病和诊断
275,腺癌,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,疾病和诊断
276,腺癌,胃癌,疾病和诊断
277,腺癌,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,疾病和诊断
278,腺癌,胃癌,疾病和诊断
279,腺癌,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,疾病和诊断
280,腺癌,胃癌,疾病和诊断
281,腺癌,中至低分化腺癌，部分为粘液腺癌（LAUREN，分型：混合型）,疾病和诊断
282,乙状结肠癌,乙状结肠隆起型中分化腺癌,疾病和诊断
283,乙状结肠癌,乙状结肠癌术后,疾病和诊断
284,乙状结肠隆起型中分化腺癌,乙状结肠癌,疾病和诊断
285,乙状结肠隆起型中分化腺癌,乙状结肠癌术后,疾病和诊断
286,乙状结肠癌术后,乙状结肠癌,疾病和诊断
287,乙状结肠癌术后,乙状结肠隆起型中分化腺癌,疾病和诊断
288,胃窦癌,胃中至低分化腺癌,疾病和诊断
289,胃窦癌,腺癌,疾病和诊断
290,胃窦癌,胃窦癌术后,疾病和诊断
291,胃中至低分化腺癌,胃窦癌,疾病和诊断
292,胃中至低分化腺癌,腺癌,疾病和诊断
293,胃中至低分化腺癌,胃窦癌术后,疾病和诊断
294,腺癌,胃窦癌,疾病和诊断
295,腺癌,胃中至低分化腺癌,疾病和诊断
296,腺癌,胃窦癌术后,疾病和诊断
297,胃窦癌术后,胃窦癌,疾病和诊断
298,胃窦癌术后,胃中至低分化腺癌,疾病和诊断
299,胃窦癌术后,腺癌,疾病和诊断
300,乙状结肠癌,(乙状结肠）腺癌（中度分化，部分为粘液腺癌图像），符合绒毛状管状腺瘤癌变,疾病和诊断
301,乙状结肠癌,乙状结肠癌术后,疾病和诊断
302,(乙状结肠）腺癌（中度分化，部分为粘液腺癌图像），符合绒毛状管状腺瘤癌变,乙状结肠癌,疾病和诊断
303,(乙状结肠）腺癌（中度分化，部分为粘液腺癌图像），符合绒毛状管状腺瘤癌变,乙状结肠癌术后,疾病和诊断
304,乙状结肠癌术后,乙状结肠癌,疾病和诊断
305,乙状结肠癌术后,(乙状结肠）腺癌（中度分化，部分为粘液腺癌图像），符合绒毛状管状腺瘤癌变,疾病和诊断
306,升结肠肠乳头状管状腺癌II级,左半结肠回盲部隆起型管状腺癌II级,疾病和诊断
307,升结肠肠乳头状管状腺癌II级,结肠癌术后,疾病和诊断
308,左半结肠回盲部隆起型管状腺癌II级,升结肠肠乳头状管状腺癌II级,疾病和诊断
309,左半结肠回盲部隆起型管状腺癌II级,结肠癌术后,疾病和诊断
310,结肠癌术后,升结肠肠乳头状管状腺癌II级,疾病和诊断
311,结肠癌术后,左半结肠回盲部隆起型管状腺癌II级,疾病和诊断
312,胃癌,贲门腺癌（中度分化），浸润溃疡型,疾病和诊断
313,胃癌,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,疾病和诊断
314,胃癌,胃癌术后,疾病和诊断
315,胃癌,胃癌术后,疾病和诊断
316,贲门腺癌（中度分化），浸润溃疡型,胃癌,疾病和诊断
317,贲门腺癌（中度分化），浸润溃疡型,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,疾病和诊断
318,贲门腺癌（中度分化），浸润溃疡型,胃癌术后,疾病和诊断
319,贲门腺癌（中度分化），浸润溃疡型,胃癌术后,疾病和诊断
320,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,胃癌,疾病和诊断
321,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,贲门腺癌（中度分化），浸润溃疡型,疾病和诊断
322,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,胃癌术后,疾病和诊断
323,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,胃癌术后,疾病和诊断
324,胃癌术后,胃癌,疾病和诊断
325,胃癌术后,贲门腺癌（中度分化），浸润溃疡型,疾病和诊断
326,胃癌术后,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,疾病和诊断
327,胃癌术后,胃癌,疾病和诊断
328,胃癌术后,贲门腺癌（中度分化），浸润溃疡型,疾病和诊断
329,胃癌术后,（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,疾病和诊断
330,直肠癌,直肠癌术后吻合口瘘,疾病和诊断
331,直肠癌,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,疾病和诊断
332,直肠癌,多发性增生性（锯齿状）息肉,疾病和诊断
333,直肠癌,直肠癌术后,疾病和诊断
334,直肠癌术后吻合口瘘,直肠癌,疾病和诊断
335,直肠癌术后吻合口瘘,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,疾病和诊断
336,直肠癌术后吻合口瘘,多发性增生性（锯齿状）息肉,疾病和诊断
337,直肠癌术后吻合口瘘,直肠癌术后,疾病和诊断
338,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,直肠癌,疾病和诊断
339,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,直肠癌术后吻合口瘘,疾病和诊断
340,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,多发性增生性（锯齿状）息肉,疾病和诊断
341,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,直肠癌术后,疾病和诊断
342,多发性增生性（锯齿状）息肉,直肠癌,疾病和诊断
