,disease_name,entity_content,relation_name
75,食管中段癌,胸腔,解剖部位
76,食管中段癌,主动脉弓,解剖部位
77,食管中段癌,食管旁多发淋巴结,解剖部位
78,食管中段癌,食管,解剖部位
79,食管中段癌,食管周淋巴结,解剖部位
80,食管中段癌,(中段食管旁）淋巴结,解剖部位
81,食管中段癌,(胃右动脉旁）淋巴结,解剖部位
82,食管中段癌,贲门旁淋巴结,解剖部位
83,食管中段癌,胸,解剖部位
84,食管中段癌,胸背,解剖部位
85,食管中段癌,腹,解剖部位
86,食管中段癌,腹,解剖部位
87,食管溃疡型鳞状细胞癌II级,胸腔,解剖部位
88,食管溃疡型鳞状细胞癌II级,主动脉弓,解剖部位
89,食管溃疡型鳞状细胞癌II级,食管旁多发淋巴结,解剖部位
90,食管溃疡型鳞状细胞癌II级,食管,解剖部位
91,食管溃疡型鳞状细胞癌II级,食管周淋巴结,解剖部位
92,食管溃疡型鳞状细胞癌II级,(中段食管旁）淋巴结,解剖部位
93,食管溃疡型鳞状细胞癌II级,(胃右动脉旁）淋巴结,解剖部位
94,食管溃疡型鳞状细胞癌II级,贲门旁淋巴结,解剖部位
95,食管溃疡型鳞状细胞癌II级,胸,解剖部位
96,食管溃疡型鳞状细胞癌II级,胸背,解剖部位
97,食管溃疡型鳞状细胞癌II级,腹,解剖部位
98,食管溃疡型鳞状细胞癌II级,腹,解剖部位
99,腰1压缩性骨折,腹部,解剖部位
100,腰1压缩性骨折,胃,解剖部位
101,腰1压缩性骨折,幽门,解剖部位
102,腰1压缩性骨折,六组（2/9个）淋巴结,解剖部位
103,腰1压缩性骨折,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
104,腰椎退行性变,腹部,解剖部位
105,腰椎退行性变,胃,解剖部位
106,腰椎退行性变,幽门,解剖部位
107,腰椎退行性变,六组（2/9个）淋巴结,解剖部位
108,腰椎退行性变,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
109,腰2/3、3/4、4/5椎间盘突出,腹部,解剖部位
110,腰2/3、3/4、4/5椎间盘突出,胃,解剖部位
111,腰2/3、3/4、4/5椎间盘突出,幽门,解剖部位
112,腰2/3、3/4、4/5椎间盘突出,六组（2/9个）淋巴结,解剖部位
113,腰2/3、3/4、4/5椎间盘突出,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
114,腰4/5水平双侧隐窝狭窄,腹部,解剖部位
115,腰4/5水平双侧隐窝狭窄,胃,解剖部位
116,腰4/5水平双侧隐窝狭窄,幽门,解剖部位
117,腰4/5水平双侧隐窝狭窄,六组（2/9个）淋巴结,解剖部位
118,腰4/5水平双侧隐窝狭窄,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
119,骶1-3水平椎管局限性膨大,腹部,解剖部位
120,骶1-3水平椎管局限性膨大,胃,解剖部位
121,骶1-3水平椎管局限性膨大,幽门,解剖部位
122,骶1-3水平椎管局限性膨大,六组（2/9个）淋巴结,解剖部位
123,骶1-3水平椎管局限性膨大,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
124,不除外骶管囊肿,腹部,解剖部位
125,不除外骶管囊肿,胃,解剖部位
126,不除外骶管囊肿,幽门,解剖部位
127,不除外骶管囊肿,六组（2/9个）淋巴结,解剖部位
128,不除外骶管囊肿,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
129,胆囊结石,腹部,解剖部位
130,胆囊结石,胃,解剖部位
131,胆囊结石,幽门,解剖部位
132,胆囊结石,六组（2/9个）淋巴结,解剖部位
133,胆囊结石,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
134,胃癌伴幽门梗阻,腹部,解剖部位
135,胃癌伴幽门梗阻,胃,解剖部位
136,胃癌伴幽门梗阻,幽门,解剖部位
137,胃癌伴幽门梗阻,六组（2/9个）淋巴结,解剖部位
138,胃癌伴幽门梗阻,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
139,（胃窦、幽门）腺癌,腹部,解剖部位
140,（胃窦、幽门）腺癌,胃,解剖部位
141,（胃窦、幽门）腺癌,幽门,解剖部位
142,（胃窦、幽门）腺癌,六组（2/9个）淋巴结,解剖部位
143,（胃窦、幽门）腺癌,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
144,胃窦腺癌（中低度分化）,腹部,解剖部位
145,胃窦腺癌（中低度分化）,胃,解剖部位
146,胃窦腺癌（中低度分化）,幽门,解剖部位
147,胃窦腺癌（中低度分化）,六组（2/9个）淋巴结,解剖部位
148,胃窦腺癌（中低度分化）,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
149,胃癌术后,腹部,解剖部位
150,胃癌术后,胃,解剖部位
151,胃癌术后,幽门,解剖部位
152,胃癌术后,六组（2/9个）淋巴结,解剖部位
153,胃癌术后,三组（2个）、四组（3个）、另送“1、3、7组（6个）淋巴结,解剖部位
154,升结肠癌,结直肠,解剖部位
155,升结肠癌,升结肠,解剖部位
156,升结肠癌,升结肠系膜,解剖部位
157,升结肠癌,肠,解剖部位
158,升结肠癌,胃,解剖部位
159,直肠癌,一站（1/12个）淋巴结,解剖部位
160,直肠癌,腹,解剖部位
161,直肠癌,腹,解剖部位
162,直肠腺癌（中、低度分化），部分呈粘液腺癌分化，隆起型,一站（1/12个）淋巴结,解剖部位
163,直肠腺癌（中、低度分化），部分呈粘液腺癌分化，隆起型,腹,解剖部位
164,直肠腺癌（中、低度分化），部分呈粘液腺癌分化，隆起型,腹,解剖部位
165,直肠癌术后,一站（1/12个）淋巴结,解剖部位
166,直肠癌术后,腹,解剖部位
167,直肠癌术后,腹,解剖部位
168,结肠癌,乙状结肠,解剖部位
169,结肠癌,肠管周围淋巴结,解剖部位
170,结肠癌,(肠系膜上动脉根部）淋巴结,解剖部位
171,结肠癌,骶前,解剖部位
172,结肠癌,闭孔,解剖部位
173,结肠癌,髂内,解剖部位
174,结肠癌,骶3下缘,解剖部位
175,结肠癌,髂外淋巴,解剖部位
176,结肠癌,腹部,解剖部位
177,（直肠下段），：肠溃疡型管状腺癌II级,乙状结肠,解剖部位
178,（直肠下段），：肠溃疡型管状腺癌II级,肠管周围淋巴结,解剖部位
179,（直肠下段），：肠溃疡型管状腺癌II级,(肠系膜上动脉根部）淋巴结,解剖部位
180,（直肠下段），：肠溃疡型管状腺癌II级,骶前,解剖部位
181,（直肠下段），：肠溃疡型管状腺癌II级,闭孔,解剖部位
182,（直肠下段），：肠溃疡型管状腺癌II级,髂内,解剖部位
183,（直肠下段），：肠溃疡型管状腺癌II级,骶3下缘,解剖部位
184,（直肠下段），：肠溃疡型管状腺癌II级,髂外淋巴,解剖部位
185,（直肠下段），：肠溃疡型管状腺癌II级,腹部,解剖部位
186,筛状粉刺型腺癌,乙状结肠,解剖部位
187,筛状粉刺型腺癌,肠管周围淋巴结,解剖部位
188,筛状粉刺型腺癌,(肠系膜上动脉根部）淋巴结,解剖部位
189,筛状粉刺型腺癌,骶前,解剖部位
190,筛状粉刺型腺癌,闭孔,解剖部位
191,筛状粉刺型腺癌,髂内,解剖部位
192,筛状粉刺型腺癌,骶3下缘,解剖部位
193,筛状粉刺型腺癌,髂外淋巴,解剖部位
194,筛状粉刺型腺癌,腹部,解剖部位
195,直肠癌根治术后,乙状结肠,解剖部位
196,直肠癌根治术后,肠管周围淋巴结,解剖部位
197,直肠癌根治术后,(肠系膜上动脉根部）淋巴结,解剖部位
198,直肠癌根治术后,骶前,解剖部位
199,直肠癌根治术后,闭孔,解剖部位
200,直肠癌根治术后,髂内,解剖部位
201,直肠癌根治术后,骶3下缘,解剖部位
202,直肠癌根治术后,髂外淋巴,解剖部位
203,直肠癌根治术后,腹部,解剖部位
204,卵巢癌,腹,解剖部位
205,卵巢癌,左侧卵巢,解剖部位
206,卵巢癌,腹,解剖部位
207,卵巢癌,子宫底,解剖部位
208,卵巢癌,右输卵管,解剖部位
209,卵巢癌,直肠,解剖部位
210,卵巢癌,回盲部,解剖部位
211,卵巢癌,肠管,解剖部位
212,卵巢癌,肠,解剖部位
213,卵巢癌,结肠,解剖部位
214,卵巢癌,腹,解剖部位
215,卵巢癌,两脚底,解剖部位
216,两侧卵巢见低分化浆液性腺癌浸润,腹,解剖部位
217,两侧卵巢见低分化浆液性腺癌浸润,左侧卵巢,解剖部位
218,两侧卵巢见低分化浆液性腺癌浸润,腹,解剖部位
219,两侧卵巢见低分化浆液性腺癌浸润,子宫底,解剖部位
220,两侧卵巢见低分化浆液性腺癌浸润,右输卵管,解剖部位
221,两侧卵巢见低分化浆液性腺癌浸润,直肠,解剖部位
222,两侧卵巢见低分化浆液性腺癌浸润,回盲部,解剖部位
223,两侧卵巢见低分化浆液性腺癌浸润,肠管,解剖部位
224,两侧卵巢见低分化浆液性腺癌浸润,肠,解剖部位
225,两侧卵巢见低分化浆液性腺癌浸润,结肠,解剖部位
226,两侧卵巢见低分化浆液性腺癌浸润,腹,解剖部位
227,两侧卵巢见低分化浆液性腺癌浸润,两脚底,解剖部位
228,低分化浆液性腺癌,腹,解剖部位
229,低分化浆液性腺癌,左侧卵巢,解剖部位
230,低分化浆液性腺癌,腹,解剖部位
231,低分化浆液性腺癌,子宫底,解剖部位
232,低分化浆液性腺癌,右输卵管,解剖部位
233,低分化浆液性腺癌,直肠,解剖部位
234,低分化浆液性腺癌,回盲部,解剖部位
235,低分化浆液性腺癌,肠管,解剖部位
236,低分化浆液性腺癌,肠,解剖部位
237,低分化浆液性腺癌,结肠,解剖部位
238,低分化浆液性腺癌,腹,解剖部位
239,低分化浆液性腺癌,两脚底,解剖部位
240,腺癌,腹,解剖部位
241,腺癌,左侧卵巢,解剖部位
242,腺癌,腹,解剖部位
243,腺癌,子宫底,解剖部位
244,腺癌,右输卵管,解剖部位
245,腺癌,直肠,解剖部位
246,腺癌,回盲部,解剖部位
247,腺癌,肠管,解剖部位
248,腺癌,肠,解剖部位
249,腺癌,结肠,解剖部位
250,腺癌,腹,解剖部位
251,腺癌,两脚底,解剖部位
252,低分化腺癌,腹,解剖部位
253,低分化腺癌,左侧卵巢,解剖部位
254,低分化腺癌,腹,解剖部位
255,低分化腺癌,子宫底,解剖部位
256,低分化腺癌,右输卵管,解剖部位
257,低分化腺癌,直肠,解剖部位
258,低分化腺癌,回盲部,解剖部位
259,低分化腺癌,肠管,解剖部位
260,低分化腺癌,肠,解剖部位
261,低分化腺癌,结肠,解剖部位
262,低分化腺癌,腹,解剖部位
263,低分化腺癌,两脚底,解剖部位
264,卵巢浆液性腺癌IIIC期,腹,解剖部位
265,卵巢浆液性腺癌IIIC期,左侧卵巢,解剖部位
266,卵巢浆液性腺癌IIIC期,腹,解剖部位
267,卵巢浆液性腺癌IIIC期,子宫底,解剖部位
268,卵巢浆液性腺癌IIIC期,右输卵管,解剖部位
269,卵巢浆液性腺癌IIIC期,直肠,解剖部位
270,卵巢浆液性腺癌IIIC期,回盲部,解剖部位
271,卵巢浆液性腺癌IIIC期,肠管,解剖部位
272,卵巢浆液性腺癌IIIC期,肠,解剖部位
273,卵巢浆液性腺癌IIIC期,结肠,解剖部位
274,卵巢浆液性腺癌IIIC期,腹,解剖部位
275,卵巢浆液性腺癌IIIC期,两脚底,解剖部位
276,肠瘘,腹,解剖部位
277,肠瘘,左侧卵巢,解剖部位
278,肠瘘,腹,解剖部位
279,肠瘘,子宫底,解剖部位
280,肠瘘,右输卵管,解剖部位
281,肠瘘,直肠,解剖部位
282,肠瘘,回盲部,解剖部位
283,肠瘘,肠管,解剖部位
284,肠瘘,肠,解剖部位
285,肠瘘,结肠,解剖部位
286,肠瘘,腹,解剖部位
287,肠瘘,两脚底,解剖部位
288,胃窦癌,腹腔,解剖部位
289,胃窦癌,腹腔,解剖部位
290,胃窦癌,肝脏,解剖部位
291,胃窦癌,胆囊,解剖部位
292,胃窦癌,胃角,解剖部位
293,胃窦癌,胃体,解剖部位
294,胃窦癌,胃,解剖部位
295,胃窦癌,远端胃,解剖部位
296,胃窦癌,小弯侧淋巴结,解剖部位
297,胃窦癌,大弯侧淋巴结,解剖部位
298,胃窦癌,幽门下淋巴结,解剖部位
299,胃窦癌,幽门上淋巴结,解剖部位
300,胃窦癌,(胃右动脉根部)淋巴结,解剖部位
301,胃体前壁及胃窦溃疡型管状腺癌II-III级,腹腔,解剖部位
302,胃体前壁及胃窦溃疡型管状腺癌II-III级,腹腔,解剖部位
303,胃体前壁及胃窦溃疡型管状腺癌II-III级,肝脏,解剖部位
304,胃体前壁及胃窦溃疡型管状腺癌II-III级,胆囊,解剖部位
305,胃体前壁及胃窦溃疡型管状腺癌II-III级,胃角,解剖部位
306,胃体前壁及胃窦溃疡型管状腺癌II-III级,胃体,解剖部位
307,胃体前壁及胃窦溃疡型管状腺癌II-III级,胃,解剖部位
308,胃体前壁及胃窦溃疡型管状腺癌II-III级,远端胃,解剖部位
309,胃体前壁及胃窦溃疡型管状腺癌II-III级,小弯侧淋巴结,解剖部位
310,胃体前壁及胃窦溃疡型管状腺癌II-III级,大弯侧淋巴结,解剖部位
311,胃体前壁及胃窦溃疡型管状腺癌II-III级,幽门下淋巴结,解剖部位
312,胃体前壁及胃窦溃疡型管状腺癌II-III级,幽门上淋巴结,解剖部位
313,胃体前壁及胃窦溃疡型管状腺癌II-III级,(胃右动脉根部)淋巴结,解剖部位
314,胃管状腺癌术后（PT4AN1M0IIIA期）,腹腔,解剖部位
315,胃管状腺癌术后（PT4AN1M0IIIA期）,腹腔,解剖部位
316,胃管状腺癌术后（PT4AN1M0IIIA期）,肝脏,解剖部位
317,胃管状腺癌术后（PT4AN1M0IIIA期）,胆囊,解剖部位
318,胃管状腺癌术后（PT4AN1M0IIIA期）,胃角,解剖部位
319,胃管状腺癌术后（PT4AN1M0IIIA期）,胃体,解剖部位
320,胃管状腺癌术后（PT4AN1M0IIIA期）,胃,解剖部位
321,胃管状腺癌术后（PT4AN1M0IIIA期）,远端胃,解剖部位
322,胃管状腺癌术后（PT4AN1M0IIIA期）,小弯侧淋巴结,解剖部位
323,胃管状腺癌术后（PT4AN1M0IIIA期）,大弯侧淋巴结,解剖部位
324,胃管状腺癌术后（PT4AN1M0IIIA期）,幽门下淋巴结,解剖部位
325,胃管状腺癌术后（PT4AN1M0IIIA期）,幽门上淋巴结,解剖部位
326,胃管状腺癌术后（PT4AN1M0IIIA期）,(胃右动脉根部)淋巴结,解剖部位
327,胃窦部MT伴胃周淋巴结转移,中下腹,解剖部位
328,胃窦部MT伴胃周淋巴结转移,腹,解剖部位
329,胃窦部MT伴胃周淋巴结转移,腹,解剖部位
330,胃窦部MT伴胃周淋巴结转移,腹腔,解剖部位
331,胃窦部MT伴胃周淋巴结转移,腹,解剖部位
332,胃窦部MT伴胃周淋巴结转移,肝脏,解剖部位
333,胃窦部MT伴胃周淋巴结转移,腹盆腔,解剖部位
334,胃窦部MT伴胃周淋巴结转移,胃窦部小弯侧,解剖部位
335,胃窦部MT伴胃周淋巴结转移,胃周,解剖部位
336,胃窦部MT伴胃周淋巴结转移,肝动脉,解剖部位
337,胃窦部MT伴胃周淋巴结转移,胃,解剖部位
338,胃窦部MT伴胃周淋巴结转移,大弯侧淋巴结,解剖部位
339,胃窦部MT伴胃周淋巴结转移,小弯侧淋巴结,解剖部位
340,胃窦部MT伴胃周淋巴结转移,幽门上淋巴结,解剖部位
341,脂肪肝,中下腹,解剖部位
342,脂肪肝,腹,解剖部位
343,脂肪肝,腹,解剖部位
344,脂肪肝,腹腔,解剖部位
345,脂肪肝,腹,解剖部位
346,脂肪肝,肝脏,解剖部位
347,脂肪肝,腹盆腔,解剖部位
348,脂肪肝,胃窦部小弯侧,解剖部位
349,脂肪肝,胃周,解剖部位
350,脂肪肝,肝动脉,解剖部位
351,脂肪肝,胃,解剖部位
352,脂肪肝,大弯侧淋巴结,解剖部位
353,脂肪肝,小弯侧淋巴结,解剖部位
354,脂肪肝,幽门上淋巴结,解剖部位
355,肝左后叶上段及两肾囊肿,中下腹,解剖部位
356,肝左后叶上段及两肾囊肿,腹,解剖部位
357,肝左后叶上段及两肾囊肿,腹,解剖部位
358,肝左后叶上段及两肾囊肿,腹腔,解剖部位
359,肝左后叶上段及两肾囊肿,腹,解剖部位
360,肝左后叶上段及两肾囊肿,肝脏,解剖部位
361,肝左后叶上段及两肾囊肿,腹盆腔,解剖部位
362,肝左后叶上段及两肾囊肿,胃窦部小弯侧,解剖部位
363,肝左后叶上段及两肾囊肿,胃周,解剖部位
364,肝左后叶上段及两肾囊肿,肝动脉,解剖部位
365,肝左后叶上段及两肾囊肿,胃,解剖部位
366,肝左后叶上段及两肾囊肿,大弯侧淋巴结,解剖部位
367,肝左后叶上段及两肾囊肿,小弯侧淋巴结,解剖部位
368,肝左后叶上段及两肾囊肿,幽门上淋巴结,解剖部位
369,左肾小结石,中下腹,解剖部位
370,左肾小结石,腹,解剖部位
371,左肾小结石,腹,解剖部位
372,左肾小结石,腹腔,解剖部位
373,左肾小结石,腹,解剖部位
374,左肾小结石,肝脏,解剖部位
375,左肾小结石,腹盆腔,解剖部位
376,左肾小结石,胃窦部小弯侧,解剖部位
377,左肾小结石,胃周,解剖部位
378,左肾小结石,肝动脉,解剖部位
379,左肾小结石,胃,解剖部位
380,左肾小结石,大弯侧淋巴结,解剖部位
381,左肾小结石,小弯侧淋巴结,解剖部位
382,左肾小结石,幽门上淋巴结,解剖部位
383,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),中下腹,解剖部位
384,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),腹,解剖部位
385,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),腹,解剖部位
386,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),腹腔,解剖部位
387,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),腹,解剖部位
388,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),肝脏,解剖部位
389,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),腹盆腔,解剖部位
390,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),胃窦部小弯侧,解剖部位
391,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),胃周,解剖部位
392,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),肝动脉,解剖部位
393,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),胃,解剖部位
394,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),大弯侧淋巴结,解剖部位
395,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),小弯侧淋巴结,解剖部位
396,(远端胃)下皮性恶性肿瘤，部分区为神经内分泌癌(G3，约占肿瘤体积40%)；部分为肉瘤样癌(约占肿瘤体积40%)；部分为管状腺癌，分化II级(LAUREN分型肠型，约占肿瘤组织20%),幽门上淋巴结,解剖部位
397,神经内分泌癌,中下腹,解剖部位
398,神经内分泌癌,腹,解剖部位
399,神经内分泌癌,腹,解剖部位
400,神经内分泌癌,腹腔,解剖部位
401,神经内分泌癌,腹,解剖部位
402,神经内分泌癌,肝脏,解剖部位
403,神经内分泌癌,腹盆腔,解剖部位
404,神经内分泌癌,胃窦部小弯侧,解剖部位
405,神经内分泌癌,胃周,解剖部位
406,神经内分泌癌,肝动脉,解剖部位
407,神经内分泌癌,胃,解剖部位
408,神经内分泌癌,大弯侧淋巴结,解剖部位
409,神经内分泌癌,小弯侧淋巴结,解剖部位
410,神经内分泌癌,幽门上淋巴结,解剖部位
411,部分肉瘤样癌,中下腹,解剖部位
412,部分肉瘤样癌,腹,解剖部位
413,部分肉瘤样癌,腹,解剖部位
414,部分肉瘤样癌,腹腔,解剖部位
415,部分肉瘤样癌,腹,解剖部位
416,部分肉瘤样癌,肝脏,解剖部位
417,部分肉瘤样癌,腹盆腔,解剖部位
418,部分肉瘤样癌,胃窦部小弯侧,解剖部位
419,部分肉瘤样癌,胃周,解剖部位
420,部分肉瘤样癌,肝动脉,解剖部位
421,部分肉瘤样癌,胃,解剖部位
422,部分肉瘤样癌,大弯侧淋巴结,解剖部位
423,部分肉瘤样癌,小弯侧淋巴结,解剖部位
424,部分肉瘤样癌,幽门上淋巴结,解剖部位
425,部分管状腺癌,中下腹,解剖部位
426,部分管状腺癌,腹,解剖部位
427,部分管状腺癌,腹,解剖部位
428,部分管状腺癌,腹腔,解剖部位
429,部分管状腺癌,腹,解剖部位
430,部分管状腺癌,肝脏,解剖部位
431,部分管状腺癌,腹盆腔,解剖部位
432,部分管状腺癌,胃窦部小弯侧,解剖部位
433,部分管状腺癌,胃周,解剖部位
434,部分管状腺癌,肝动脉,解剖部位
435,部分管状腺癌,胃,解剖部位
436,部分管状腺癌,大弯侧淋巴结,解剖部位
437,部分管状腺癌,小弯侧淋巴结,解剖部位
438,部分管状腺癌,幽门上淋巴结,解剖部位
439,直肠癌,肠,解剖部位
440,直肠癌,肠壁淋巴结,解剖部位
441,直肠癌,腹,解剖部位
442,直肠癌,腹,解剖部位
443,直肠癌,会阴部,解剖部位
444,（直肠）溃疡型中分化管状腺癌,肠,解剖部位
445,（直肠）溃疡型中分化管状腺癌,肠壁淋巴结,解剖部位
446,（直肠）溃疡型中分化管状腺癌,腹,解剖部位
447,（直肠）溃疡型中分化管状腺癌,腹,解剖部位
448,（直肠）溃疡型中分化管状腺癌,会阴部,解剖部位
449,直肠癌（MILES）术后,肠,解剖部位
450,直肠癌（MILES）术后,肠壁淋巴结,解剖部位
451,直肠癌（MILES）术后,腹,解剖部位
